,Price,Currency,Euro_Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
8446,29000,EUR,25500,Cabin Boat,Azimut power boats,"Used boat,Diesel",1991,9.23,3.18,GRP,Italy,101
8447,29000,EUR,25500,Pontoon Boat,Intermare power boats,"Used boat,Diesel",1997,9,3.2,GRP,Italy,144
8449,29000,EUR,25500,Cabin Boat,Thompson power boats,"Used boat,Diesel",1993,10.8,3.34,GRP,Italy,294
8450,29000,EUR,25500,Center console boat,Intrepid power boats,"Used boat,Unleaded",1991,9.77,2.6,Plastic,France,205
8451,29000,EUR,25500,"Cabin Boat,Sport Boat",Bayliner power boats,"Used boat,Unleaded",2004,7.34,2.57,GRP,Germany,516
8452,29000,EUR,25390,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2003,8.25,2.89,PVC,France,165
8453,25000,EUR,25000,Pilothouse,Italcraft power boats,"Used boat,Diesel",1985,9.1,2.95,GRP,Italy,92
8454,28990,EUR,25000,Sport Boat,Finnmaster power boats,"new boat from stock,Unleaded",2020,5.6,2.27,GRP,Germany,54
8455,28990,EUR,25000,Motor Yacht,Chaparral power boats,Unleaded,1998,9.73,2.97,GRP,Germany,143
8457,28900,EUR,25000,Cabin Boat,Eolo power boats,new boat from stock,2019,6.5,2.55,GRP,Germany,350
8458,28900,EUR,25000,Pontoon Boat,Weidling power boats,"new boat on order,Unleaded",2019,6.55,1.79,Wood,Germany,94
8459,28900,EUR,25000,Motor Yacht,Polar power boats,"Used boat,Unleaded",1993,9.05,3,GRP,Germany,77
8460,28900,EUR,25000,Cabin Boat,Marex power boats,Used boat,1990,7.1,2.5,GRP,Germany,273
8461,28900,EUR,25000,Cabin Boat,Eolo power boats,"Used boat,Unleaded",2015,5.9,2.5,GRP,Germany,156
8462,31000,CHF,25000,Pilothouse,Atlantic Marine power boats,"Used boat,Unleaded",2014,5.6,2.44,GRP,Switzerland,186
8463,28500,EUR,25000,Bowrider,Regal power boats,"Used boat,Unleaded",2003,6.7,2.54,GRP,Germany,487
8464,28500,EUR,25000,Flybridge,Moonraker power boats,Used boat,1980,11,3.85,GRP,Netherlands,200
8465,28390,EUR,25000,Bowrider,Jeanneau power boats,new boat from stock,2018,6.4,2.48,PVC,Slovak,58
8466,30690,CHF,25000,Motor Yacht,Uttern power boats,"new boat on order,Unleaded",2020,5.23,2.17,GRP,Switzerland,189
8468,209000,DKK,25000,Sport Boat,Valiant power boats,"Used boat,Unleaded",2017,5.3,2.5,GRP,Denmark,144
8469,28000,EUR,25000,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.18,2.44,GRP,Italy,59
8473,28000,EUR,25000,Cabin Boat,Marex power boats,"Used boat,Diesel",1990,9.1,2.99,GRP,Croatia,134
8474,28000,EUR,25000,Motor Yacht,Riva power boats,"Used boat,Unleaded",1979,11.68,3.85,GRP,Italy,250
8476,28000,EUR,25000,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2003,7.15,2.8,PVC,France,81
8477,28000,EUR,25000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2000,8.4,2.57,GRP,Italy,155
8478,28000,EUR,24999,Center console boat,Boston Whaler power boats,"Used boat,Gas",1988,6.04,2.26,GRP,Italy,89
8479,28000,EUR,24999,Bowrider,Chaparral power boats,"Used boat,Unleaded",2017,5.89,2.29,PVC,France,148
8480,28000,EUR,24999,Deck Boat,Intrepid power boats,Used boat,1992,9.78,2.59,GRP,Italy,106
8481,28000,EUR,24995,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1997,9.4,3.5,GRP,Italy,182
8482,28000,EUR,24990,Pontoon Boat,Bluline power boats,new boat from stock,2020,7.02,2.42,GRP,Italy,132
8483,28000,EUR,24990,Pilothouse,Jeanneau power boats,Used boat,2015,5.79,2.46,PVC,France,122
8484,28000,EUR,24990,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2015,6.34,2.45,PVC,France,95
8485,28000,EUR,24930,Pilothouse,Shiren power boats,Used boat,2011,6.99,2.5,GRP,Italy,93
8486,28000,EUR,24900,"House Boat,Sport Boat,Trawler",Voyager power boats,"Used boat,Unleaded",1999,8.6,2.5,GRP,Germany,353
8488,28000,EUR,24900,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1988,10.2,3.6,GRP,Spain,140
8489,27999,EUR,24900,Sport Boat,Crescent power boats,"Used boat,Unleaded",2015,6.16,2.35,GRP,Germany,100
8490,27990,EUR,24550,Trawler,Gruno power boats,"Used boat,Diesel",1976,10.5,3.3,Steel,Germany,220
8491,30000,CHF,24550,Sport Boat,Draco power boats,"Used boat,Unleaded",1990,6.77,2.28,GRP,Switzerland,581
8492,27954,EUR,24500,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.95,2.4,GRP,Germany,60
8493,27799,EUR,24500,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.4,2.45,GRP,Germany,218
8494,27785,EUR,24500,Bowrider,Yamarin power boats,new boat from stock,2020,5.66,2.17,Aluminium,Germany,139
8495,30000,CHF,24500,Cabin Boat,Quicksilver power boats,"Used boat,Unleaded",2006,6.52,2.54,GRP,Switzerland,289
8496,29990,CHF,24500,Fishing Boat,Selva power boats,Used boat,2014,6.4,2.38,GRP,Switzerland,190
8498,27699,EUR,24500,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,7.23,2.55,GRP,Germany,101
8499,29900,CHF,24500,Pilothouse,Chris Craft power boats,"Used boat,Unleaded",1994,8.26,2.7,GRP,Switzerland,285
8501,29900,CHF,24500,Center console boat,EdgeWater power boats,new boat from stock,2020,4.6,2,GRP,Switzerland,91
8502,27655,EUR,24400,Sport Boat,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,Germany,47
8503,29888,CHF,24000,"Cabin Boat,House Boat,Trawler",Aquanaut power boats,"Used boat,Diesel",1984,9,3.28,Steel,Switzerland,651
8504,29800,CHF,24000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1996,7,2.43,GRP,Switzerland,678
8512,27500,EUR,23990,Cabin Boat,Albin power boats,Diesel,1985,9.7,3.25,GRP,Germany,272
8514,27499,EUR,23990,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.5,2.29,GRP,Germany,272
8516,27490,EUR,23900,Cabin Boat,Larson power boats,"Used boat,Unleaded",1999,8.53,2.55,GRP,Germany,91
8518,29700,CHF,23900,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,6,2.25,GRP,Switzerland,265
8519,25000,Â£,23900,"Cabin Boat,Fishing Boat",BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,7.2,2.59,GRP,United state,294
8520,24950,Â£,23900,Pilothouse,Bayliner power boats,"Used boat,Diesel",2008,7.14,2.59,PVC,United state,41
8521,27000,EUR,23900,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1990,9.31,2.86,GRP,Italy,96
8522,27000,EUR,23000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2008,6.66,2.64,PVC,France,113
8523,27000,EUR,23000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",1995,8.91,3.14,PVC,France,117
8524,27000,EUR,23000,Flybridge,Fairline power boats,"Used boat,Diesel",1976,9.8,3.6,GRP,Italy,113
8525,27000,EUR,23000,Flybridge,Fairline power boats,"Used boat,Diesel",1976,9.8,3.6,GRP,Italy,115
8526,27000,EUR,23000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2000,7.44,2.75,PVC,France,85
8527,27000,EUR,23000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",1999,8.04,2.79,GRP,Spain,136
8528,27000,EUR,22950,Motor Yacht,Formula power boats,"Used boat,Unleaded",1990,8.15,2.7,GRP,Switzerland,642
8529,27000,EUR,22900,Launch,Corsiva power boats,"Used boat,Unleaded",2015,6.9,2.65,Plastic,Netherlands,267
8530,27000,EUR,22900,Sport Boat,Bruno Abbate power boats,"Used boat,Diesel",1992,9.3,2.9,GRP,Italy,259
8531,27000,EUR,22900,Bowrider,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2017,6.12,2.4,GRP,Germany,231
8532,27000,EUR,22900,"Bowrider,Center console boat,Sport Boat",Bayliner power boats,"Used boat,Unleaded",2018,6.81,2.36,GRP,Germany,389
8533,27000,EUR,22900,Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1983,9.54,3.08,GRP,Italy,170
8535,26999,EUR,22900,Bowrider,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,5.26,2.36,GRP,Germany,58
8539,26900,EUR,22900,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2018,5.3,2.3,GRP,Germany,47
8540,26900,EUR,22500,Cabin Boat,Sting power boats,new boat from stock,2018,6.1,2.37,GRP,Germany,156
8541,26900,EUR,22500,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.33,2.17,GRP,Germany,66
8542,26900,EUR,22500,Cabin Boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,6.02,2.34,GRP,Germany,87
8543,26900,EUR,22500,Launch,Antaris power boats,Used boat,2008,5.7,2.32,GRP,Netherlands,55
8544,26900,EUR,22500,Bowrider,Bayliner power boats,"Used boat,Diesel",2006,5.79,2.39,GRP,Canada,382
8546,26900,EUR,22499,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,6.5,2.59,GRP,Germany,310
8547,26900,EUR,22187,Bowrider,Capelli power boats,"new boat from stock,Unleaded",2020,4.9,1.98,GRP,Germany,141
8548,26900,EUR,22000,Launch,Triton power boats,"Used boat,Diesel",2009,6.5,2.5,GRP,Germany,244
8549,29000,CHF,22000,Center console boat,Quicksilver power boats,"Used boat,Unleaded",2013,5.75,2.34,Plastic,Switzerland,773
8550,29000,CHF,22000,"Classic,Sport Boat",Boesch power boats,Used boat,1967,5.1,2,Wood,Switzerland,595
8551,26500,EUR,21950,Pontoon Boat,Italmar power boats,"Used boat,Unleaded",2017,6,2.5,GRP,Italy,123
8552,26500,EUR,21850,Cabin Boat,Regal power boats,"Used boat,Diesel",1994,7.95,2.79,GRP,Portugal,200
8554,26500,EUR,21699,Pilothouse,Viking power boats,new boat from stock,2020,6.84,2.5,Aluminium,Germany,146
8556,26500,EUR,21500,"Cabin Boat,Sport Boat",Rio power boats,"Used boat,Unleaded",1996,8.95,2.7,GRP,Germany,270
8557,26500,EUR,21500,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,6.02,2.34,GRP,Germany,128
8558,26400,EUR,21500,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,Germany,102
8559,28500,CHF,21500,Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1998,7.5,2.28,GRP,Switzerland,374
8560,28500,CHF,21500,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2002,6.4,2.59,GRP,Switzerland,368
8562,26000,EUR,21500,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,8.5,2.95,PVC,France,303
8563,26000,EUR,21500,Fishing Boat,Robalo power boats,"Used boat,Diesel",1990,7.9,2.35,GRP,Italy,69
8564,26000,EUR,21000,Pilothouse,Formula power boats,"Used boat,Unleaded",1991,7.92,2.52,GRP,Germany,247
8567,26000,EUR,21000,Pontoon Boat,Boston Whaler power boats,Used boat,1982,7.5,2.55,GRP,Italy,143
8568,26000,EUR,21000,Pilothouse,Intermare power boats,"Used boat,Diesel",1987,7,2.7,GRP,Italy,73
8569,26000,EUR,21000,Sport Boat,Cobalt power boats,Used boat,1999,7.62,2.59,GRP,Italy,93
8570,26000,EUR,20999,Fishing Boat,Seaswirl power boats,"Used boat,Unleaded",2003,7.47,2.59,GRP,Italy,378
8571,26000,EUR,20800,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,7.9,2.5,GRP,Croatia,224
8572,26000,EUR,20799,Cabin Boat,Sciallino power boats,"Used boat,Diesel",1996,5.92,2.5,GRP,Porto,118
8573,26000,EUR,20712,Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,7.31,2.5,PVC,France,266
8574,25999,EUR,20500,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.55,2.29,GRP,Germany,105
8575,25999,EUR,20500,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.33,2.17,GRP,Germany,207
8576,25990,EUR,20500,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2017,5.21,2.36,PVC,Slovak,64
8579,25950,EUR,20000,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,5.02,2.12,GRP,Ostsee,246
8580,25680,EUR,20000,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.4,2.52,PVC,France,106
8581,27500,CHF,20000,Pontoon Boat,Tauscheck power boats,"Used boat,Unleaded",2010,9.94,3.1,Aluminium,Switzerland,260
8582,27500,CHF,20000,Sport Boat,Windy power boats,"Used boat,Unleaded",1992,7.85,2.54,GRP,Switzerland,540
8584,25590,EUR,20000,Cabin Boat,Olympic power boats,new boat from stock,2020,6.2,2.44,GRP,Germany,97
8585,25500,EUR,20000,Sport Boat,AMT power boats,new boat from stock,2019,6.08,2.35,GRP,Germany,154
8586,25500,EUR,20000,Cabin Boat,Sciallino power boats,"Used boat,Diesel",1987,7.55,2.78,GRP,Italy,136
8587,25500,EUR,20000,Cabin Boat,Princess power boats,"Used boat,Unleaded",1980,10,3,GRP,Croatia,226
8588,25500,EUR,19999,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2007,7.2,2.52,PVC,France,159
8589,25500,EUR,19999,Sport Boat,Crownline power boats,"Used boat,Unleaded",1997,8.9,2.55,GRP,Netherlands,201
8590,25390,EUR,19990,Bowrider,Maxima power boats,new boat from stock,2019,6.15,2.3,GRP,Germany,261
8592,27190,CHF,19990,Motor Yacht,BWA power boats,new boat from stock,2019,5.9,2.5,Hypalon,Switzerland,91
8595,25000,EUR,19990,Sport Boat,Gobbi power boats,Used boat,1986,7.8,2.51,GRP,Italy,114
8596,25000,EUR,19990,Sport Boat,Bimax power boats,"Used boat,Unleaded",2000,7.49,2.49,GRP,Italy,85
8599,25000,EUR,19990,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1982,9.4,3.1,GRP,Italy,182
8600,25000,EUR,19950,Motor Yacht,De Wiel power boats,"Used boat,Diesel",1975,10,3.4,Steel,Belgium,233
8601,25000,EUR,19900,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,8.5,3,GRP,Italy,306
8606,25000,EUR,19900,Cabin Boat,Lema power boats,"Used boat,Unleaded",2010,6.6,2.5,GRP,Italy,228
8607,25000,EUR,19800,Cabin Boat,Cranchi power boats,"Used boat,Diesel",2003,7.81,2.5,GRP,Italy,277
8608,25000,EUR,19799,Cabin Boat,Wellcraft power boats,"Used boat,Diesel",1999,8.37,2.59,GRP,Croatia,94
8609,25000,EUR,19700,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,7.15,2.54,PVC,France,73
8610,25000,EUR,19550,Cabin Boat,Rio Iberica power boats,"Used boat,Unleaded",2005,7.65,2.55,Carbon Fiber,France,191
8611,25000,EUR,19500,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1991,9.3,2.7,GRP,Austria,334
8612,25000,EUR,13500,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1999,9,3,GRP,Finland,423
8613,25000,EUR,19500,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1992,8.2,2.7,GRP,Croatia,336
8614,25000,EUR,19500,Sport Boat,Rinker power boats,Used boat,2000,8.23,2.6,GRP,Croatia,272
8615,25000,EUR,19500,Flybridge,Fairline power boats,"Used boat,Diesel",1994,9.9,3.5,GRP,Italy,746
8616,25000,EUR,19500,Pilothouse,Barkas power boats,Used boat,1978,9,3.2,Steel,Netherlands,85
8617,25000,EUR,19500,Cabin Boat,Viking (GB) power boats,"Used boat,Unleaded",2006,7.42,2.45,GRP,France,160
8618,25000,EUR,19500,Motor Yacht,Coverline power boats,"Used boat,Unleaded",2005,7.5,2.55,GRP,Italy,233
8619,25000,EUR,19160,Pilothouse,Mery Nautic power boats,"Used boat,Diesel",2005,7.16,2.82,PVC,France,141
8621,24999,EUR,19000,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.55,2.54,GRP,Germany,113
8622,24999,EUR,19000,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.74,2.55,GRP,Germany,146
8623,24999,EUR,19000,Sport Boat,BlueCraft power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,Germany,160
8624,24995,EUR,19000,Cabin Boat,Beachcraft power boats,"Used boat,Diesel",1985,11.8,3.25,Steel,Netherlands,418
8626,24990,EUR,18995,Center console boat,Jeanneau power boats,new boat on order,2020,6.77,2.48,GRP,Germany,62
8627,24990,EUR,18950,Sport Boat,Futuro power boats,Display Model,2019,5.5,2,Aluminium,Germany,125
8628,24990,EUR,18950,Motor Yacht,Maxum power boats,Unleaded,1997,9.07,2.95,GRP,Germany,295
8630,26800,CHF,18900,Fishing Boat,Smartliner power boats,new boat on order,2020,6.28,2.24,GRP,Switzerland,1430
8631,27000,CHF,18900,Fishing Boat,Thoma power boats,"Used boat,Unleaded",2007,6,1.85,GRP,Switzerland,352
8632,24930,EUR,18900,Sport Boat,Invictus power boats,Display Model,2020,6.1,2.4,GRP,Switzerland,176
8633,24900,EUR,18900,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1992,8.94,3.06,GRP,Germany,508
8634,24900,EUR,18500,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1994,8.46,2.57,GRP,Germany,249
8635,24900,EUR,18500,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,8.45,2.56,GRP,Croatia,527
8637,26900,CHF,18499,Sport Boat,Numo power boats,"Used boat,Unleaded",2014,5.84,2.53,GRP,Switzerland,161
8638,185000,DKK,18399,Cabin Boat,Fjord power boats,Used boat,1979,9.3,3.25,GRP,Denmark,224
8640,26600,CHF,18385,Deck Boat,Olympic power boats,"Used boat,Unleaded",2015,5.58,2.16,GRP,Switzerland,121
8641,24550,EUR,18300,Sport Boat,Nordkapp power boats,new boat from stock,2017,6.06,2.2,GRP,Germany,192
8642,24550,EUR,18268,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,6.1,2.4,GRP,Italy,83
8643,26500,CHF,18200,Motor Yacht,B2 Marine power boats,new boat from stock,2020,5.7,2.15,GRP,Switzerland,189
8644,26500,CHF,18000,"Cabin Boat,Pilothouse,Sport Boat",Century power boats,"Used boat,Unleaded",1989,7.67,2.43,GRP,Switzerland,619
8646,24500,EUR,18000,Cabin Boat,Intermare power boats,"Used boat,Diesel",1988,7.13,2.6,GRP,Italy,63
8649,24500,EUR,17999,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1988,8.74,3.2,GRP,Germany,298
8650,24500,EUR,17990,Trawler,Proficiat power boats,Used boat,1980,9.75,3,Steel,Netherlands,138
8651,24500,EUR,17990,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.5,2.29,GRP,Germany,92
8652,24500,EUR,17950,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,6.53,2.59,PVC,France,111
8653,24500,EUR,17900,Motor Yacht,Polar power boats,"Used boat,Diesel",1988,9.75,3.1,GRP,Croatia,342
8654,24500,EUR,17900,Cabin Boat,DarekCo power boats,"Used boat,Unleaded",2016,6.65,2.39,Carbon Fiber,France,106
8656,24500,EUR,17900,Motor Yacht,Super van Craft power boats,Used boat,1963,11,3.35,Steel,Netherlands,248
8659,24400,EUR,17900,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.41,2.12,GRP,Germany,46
8664,24000,EUR,17900,Motor Yacht,Biam power boats,"Used boat,Diesel",1992,10,3.2,GRP,Italy,249
8665,24000,EUR,17900,Cabin Boat,Gibert Marine power boats,"Used boat,Diesel",1991,8.5,3,Plastic,France,219
8667,23990,EUR,17900,Sport Boat,Saver power boats,new boat from stock,2020,5.75,2.26,GRP,Germany,203
8669,23990,EUR,17900,Cabin Boat,Inter power boats,Diesel,1985,7.4,2.55,GRP,Germany,176
8671,25920,CHF,17800,Center console boat,MP Watersport power boats,"new boat from stock,Unleaded",2020,5.6,2.05,GRP,Switzerland,111
8672,25920,CHF,17700,Motor Yacht,MP Watersport power boats,"new boat from stock,Unleaded",2020,4.85,1.95,GRP,Switzerland,152
8673,25900,CHF,17700,Bowrider,AMT power boats,"Used boat,Unleaded",2017,4.72,2.05,GRP,Switzerland,163
8674,25900,CHF,17590,"Cabin Boat,Fishing Boat",Bella power boats,"Used boat,Unleaded",2004,5.62,2.08,GRP,Switzerland,684
8675,25900,CHF,17500,Motor Yacht,Windy power boats,"Used boat,Unleaded",1992,8.6,2.8,GRP,Switzerland,896
8679,23900,EUR,17500,Sport Boat,AMT power boats,new boat from stock,2019,5.5,2.24,GRP,Germany,106
8680,23900,EUR,17000,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.7,2.59,GRP,Germany,193
8681,23900,EUR,17000,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2009,6.35,2.55,PVC,France,95
8682,23900,EUR,17000,Bowrider,Searider power boats,"new boat on order,Unleaded",2020,5.2,1.9,GRP,Germany,82
8683,23900,EUR,17000,Motor Yacht,Sea Ray power boats,Unleaded,1988,9.9,3.4,GRP,Germany,231
8684,25800,CHF,17000,Pilothouse,Scand power boats,"Used boat,Unleaded",1988,8.3,3.06,GRP,Switzerland,430
8686,25702,CHF,17000,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,5.45,2.16,Aluminium,Switzerland,352
8687,25700,CHF,17000,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.28,2.24,GRP,Switzerland,260
8689,25000,CHF,16900,Sport Boat,Windy power boats,"Used boat,Unleaded",1994,7.85,2.54,GRP,Switzerland,489
8691,25000,CHF,16900,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",1987,6.4,2.36,GRP,Switzerland,365
8692,25000,CHF,16900,Motor Yacht,Draco power boats,"Used boat,Unleaded",1984,9.5,3.14,GRP,Switzerland,340
8693,21000,Â£,16900,Pilothouse,Saver power boats,"Used boat,Diesel",2003,7.05,2.52,PVC,United state,96
8694,24900,CHF,16900,Sport Boat,Performance power boats,"Used boat,Unleaded",1993,7.2,2.5,GRP,Switzerland,400
8695,24900,CHF,16820,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,5.06,2.13,Aluminium,Switzerland,199
8696,24900,CHF,16800,"Motor Yacht,Sport Boat",Tullio Abbate power boats,"Used boat,Unleaded",1990,7.85,2.26,GRP,Switzerland,605
8697,23000,EUR,16700,Deck Boat,CAD Marine power boats,"Used boat,Unleaded",2009,6.42,2.42,GRP,Italy,101
8698,23000,EUR,16650,Sport Boat,Chaparral power boats,"Used boat,Unleaded",1997,9,2,GRP,Croatia,171
8699,23000,EUR,16500,Sport Boat,Azimut power boats,"Used boat,Diesel",1986,8.68,3.21,GRP,Italy,181
8700,23000,EUR,16500,Center console boat,Bimax power boats,"Used boat,Unleaded",1996,7.49,2.49,GRP,Italy,72
8701,23000,EUR,16500,Cabin Boat,Sessa power boats,"Used boat,Unleaded",2003,6.83,2.5,GRP,Italy,272
8702,23000,EUR,16500,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2006,6.98,2.59,PVC,France,170
8705,22950,EUR,16500,Cabin Boat,Regal power boats,"Used boat,Unleaded",2001,6.4,2.5,GRP,Germany,362
